timestep,Site,Classification,abundance
7,Lopinot d,Insecta Diptera Simuliidae,71
7,Lopinot d,Insecta Ephemeroptera Baetidae,43
7,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,11
7,Lopinot d,Insecta Ephemeroptera Tricorythidae,317
7,Lopinot d,Insecta Hemiptera Veliidae,3
7,Lopinot d,Insecta Lepidoptera unknown,1
7,Lopinot d,Insecta Odonata Coenagrionidae,16
7,Lopinot d,Insecta Odonata Libellulidae,116
7,Lopinot d,Insecta Plecoptera Perlidae,3
7,Lopinot d,Insecta Trichoptera Calomoceratidae,2
7,Lopinot d,Insecta Trichoptera Glossosomatidae,39
7,Lopinot d,Insecta Trichoptera Helicopsychidae,38
7,Lopinot d,Insecta Trichoptera Hydropsychidae,34
7,Lopinot d,Insecta Trichoptera Hydroptilidae,14
7,Lopinot d,Insecta Trichoptera Leptoceridae,4
7,Lopinot d,Insecta Trichoptera Philopotamidae,30
7,Lopinot d,Oligochaeta unknown,12
7,Lopinot d,Turbellaria Turbellaria,3
8,Lopinot d,Insecta Coleoptera Elmidae,39
8,Lopinot d,Insecta Coleoptera Psephenidae,69
8,Lopinot d,Insecta Coleoptera unknown,1
8,Lopinot d,Insecta Diptera Chironomidae,14
8,Lopinot d,Insecta Diptera Simuliidae,3
8,Lopinot d,Insecta Ephemeroptera Baetidae,8
8,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,23
8,Lopinot d,Insecta Ephemeroptera Tricorythidae,153
8,Lopinot d,Insecta Odonata Coenagrionidae,21
8,Lopinot d,Insecta Odonata Libellulidae,97
8,Lopinot d,Insecta Plecoptera Perlidae,6
8,Lopinot d,Insecta Trichoptera Glossosomatidae,96
8,Lopinot d,Insecta Trichoptera Helicopsychidae,29
8,Lopinot d,Insecta Trichoptera Hydropsychidae,36
8,Lopinot d,Insecta Trichoptera Hydroptilidae,7
8,Lopinot d,Insecta Trichoptera Leptoceridae,9
8,Lopinot d,Insecta Trichoptera Philopotamidae,8
8,Lopinot d,Oligochaeta unknown,4
8,Lopinot d,Turbellaria Turbellaria,1
9,Lopinot d,Insecta Coleoptera Elmidae,33
9,Lopinot d,Insecta Coleoptera Psephenidae,50
9,Lopinot d,Insecta Coleoptera unknown,2
9,Lopinot d,Insecta Diptera Chironomidae,212
9,Lopinot d,Insecta Diptera Simuliidae,109
9,Lopinot d,Insecta Diptera Tipulidae,1
9,Lopinot d,Insecta Ephemeroptera Baetidae,71
9,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,44
9,Lopinot d,Insecta Ephemeroptera Tricorythidae,230
9,Lopinot d,Insecta Hemiptera Veliidae,17
9,Lopinot d,Insecta Lepidoptera unknown,1
9,Lopinot d,Insecta Odonata Calopterygidae,2
9,Lopinot d,Insecta Odonata Coenagrionidae,51
9,Lopinot d,Insecta Odonata Libellulidae,138
9,Lopinot d,Insecta Trichoptera Calomoceratidae,1
9,Lopinot d,Insecta Trichoptera Glossosomatidae,318
9,Lopinot d,Insecta Trichoptera Helicopsychidae,14
9,Lopinot d,Insecta Trichoptera Hydropsychidae,14
9,Lopinot d,Insecta Trichoptera Hydroptilidae,16
9,Lopinot d,Insecta Trichoptera Leptoceridae,13
9,Lopinot d,Insecta Trichoptera Philopotamidae,6
9,Lopinot d,Oligochaeta unknown,1
9,Lopinot d,Turbellaria Turbellaria,3
10,Lopinot d,Insecta Coleoptera Elmidae,20
10,Lopinot d,Insecta Coleoptera Psephenidae,58
10,Lopinot d,Insecta Diptera Chironomidae,100
10,Lopinot d,Insecta Diptera Simuliidae,66
10,Lopinot d,Insecta Ephemeroptera Baetidae,30
10,Lopinot d,Insecta Ephemeroptera Euthyplocidae,2
10,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,6
10,Lopinot d,Insecta Ephemeroptera Tricorythidae,407
10,Lopinot d,Insecta Hemiptera Veliidae,2
10,Lopinot d,Insecta Lepidoptera unknown,1
10,Lopinot d,Insecta Odonata Calopterygidae,1
10,Lopinot d,Insecta Odonata Coenagrionidae,26
10,Lopinot d,Insecta Odonata Libellulidae,22
10,Lopinot d,Insecta Plecoptera Perlidae,5
10,Lopinot d,Insecta Trichoptera Calomoceratidae,1
10,Lopinot d,Insecta Trichoptera Glossosomatidae,7
10,Lopinot d,Insecta Trichoptera Helicopsychidae,51
10,Lopinot d,Insecta Trichoptera Hydropsychidae,34
10,Lopinot d,Insecta Trichoptera Hydroptilidae,7
10,Lopinot d,Insecta Trichoptera Leptoceridae,8
10,Lopinot d,Insecta Trichoptera Philopotamidae,14
10,Lopinot d,Turbellaria Turbellaria,5
11,Lopinot d,Arachnoidea Chelicerata Hydracarina,1
11,Lopinot d,Crustacea Decapoda Pseudothelphusidae,1
11,Lopinot d,Insecta Coleoptera Elmidae,41
11,Lopinot d,Insecta Coleoptera Psephenidae,134
11,Lopinot d,Insecta Diptera Chironomidae,87
11,Lopinot d,Insecta Diptera Simuliidae,24
11,Lopinot d,Insecta Diptera Tipulidae,1
11,Lopinot d,Insecta Ephemeroptera Baetidae,4
11,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,28
11,Lopinot d,Insecta Ephemeroptera Tricorythidae,339
11,Lopinot d,Insecta Hemiptera Veliidae,4
11,Lopinot d,Insecta Lepidoptera unknown,4
11,Lopinot d,Insecta Odonata Calopterygidae,3
11,Lopinot d,Insecta Odonata Coenagrionidae,50
11,Lopinot d,Insecta Odonata Libellulidae,120
11,Lopinot d,Insecta Plecoptera Perlidae,1
11,Lopinot d,Insecta Trichoptera Glossosomatidae,126
11,Lopinot d,Insecta Trichoptera Helicopsychidae,382
11,Lopinot d,Insecta Trichoptera Hydropsychidae,39
11,Lopinot d,Insecta Trichoptera Hydroptilidae,14
11,Lopinot d,Insecta Trichoptera Leptoceridae,39
11,Lopinot d,Insecta Trichoptera Philopotamidae,4
11,Lopinot d,Oligochaeta unknown,50
11,Lopinot d,Turbellaria Turbellaria,22
12,Lopinot d,Insecta Coleoptera Elmidae,28
12,Lopinot d,Insecta Coleoptera Psephenidae,69
12,Lopinot d,Insecta Coleoptera unknown,2
12,Lopinot d,Insecta Diptera Chironomidae,309
12,Lopinot d,Insecta Diptera Simuliidae,305
12,Lopinot d,Insecta Diptera Tipulidae,1
12,Lopinot d,Insecta Ephemeroptera Baetidae,71
12,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,31
12,Lopinot d,Insecta Ephemeroptera Tricorythidae,180
12,Lopinot d,Insecta Hemiptera Veliidae,10
12,Lopinot d,Insecta Lepidoptera unknown,4
12,Lopinot d,Insecta Odonata Coenagrionidae,49
12,Lopinot d,Insecta Odonata Gomphidae,2
12,Lopinot d,Insecta Odonata Libellulidae,96
12,Lopinot d,Insecta Plecoptera Perlidae,4
12,Lopinot d,Insecta Trichoptera Glossosomatidae,33
12,Lopinot d,Insecta Trichoptera Helicopsychidae,17
12,Lopinot d,Insecta Trichoptera Hydropsychidae,34
12,Lopinot d,Insecta Trichoptera Hydroptilidae,1
12,Lopinot d,Insecta Trichoptera Leptoceridae,3
12,Lopinot d,Insecta Trichoptera Philopotamidae,49
12,Lopinot d,Oligochaeta unknown,80
12,Lopinot d,Turbellaria Turbellaria,24
13,Lopinot d,Crustacea Decapoda Pseudothelphusidae,1
13,Lopinot d,Insecta Coleoptera Elmidae,26
13,Lopinot d,Insecta Coleoptera Psephenidae,93
13,Lopinot d,Insecta Diptera Chironomidae,340
13,Lopinot d,Insecta Diptera Simuliidae,124
13,Lopinot d,Insecta Ephemeroptera Baetidae,38
13,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,62
13,Lopinot d,Insecta Ephemeroptera Tricorythidae,259
13,Lopinot d,Insecta Hemiptera Veliidae,8
13,Lopinot d,Insecta Lepidoptera unknown,2
13,Lopinot d,Insecta Odonata Calopterygidae,2
13,Lopinot d,Insecta Odonata Coenagrionidae,121
13,Lopinot d,Insecta Odonata Libellulidae,36
13,Lopinot d,Insecta Plecoptera Perlidae,14
13,Lopinot d,Insecta Trichoptera Glossosomatidae,407
13,Lopinot d,Insecta Trichoptera Helicopsychidae,29
13,Lopinot d,Insecta Trichoptera Hydropsychidae,89
13,Lopinot d,Insecta Trichoptera Hydroptilidae,2
13,Lopinot d,Insecta Trichoptera Leptoceridae,6
13,Lopinot d,Insecta Trichoptera Philopotamidae,16
13,Lopinot d,Oligochaeta unknown,9
13,Lopinot d,Turbellaria Turbellaria,10
14,Lopinot d,Crustacea Decapoda Pseudothelphusidae,1
14,Lopinot d,Insecta Coleoptera Elmidae,12
14,Lopinot d,Insecta Coleoptera Psephenidae,76
14,Lopinot d,Insecta Coleoptera unknown,1
14,Lopinot d,Insecta Diptera Chironomidae,89
14,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,10
14,Lopinot d,Insecta Ephemeroptera Tricorythidae,78
14,Lopinot d,Insecta Hemiptera Veliidae,5
14,Lopinot d,Insecta Lepidoptera unknown,2
14,Lopinot d,Insecta Odonata Coenagrionidae,70
14,Lopinot d,Insecta Odonata Gomphidae,1
14,Lopinot d,Insecta Odonata Libellulidae,12
14,Lopinot d,Insecta Plecoptera Perlidae,4
14,Lopinot d,Insecta Trichoptera Calomoceratidae,14
14,Lopinot d,Insecta Trichoptera Helicopsychidae,424
14,Lopinot d,Insecta Trichoptera Hydropsychidae,72
14,Lopinot d,Insecta Trichoptera Hydroptilidae,103
14,Lopinot d,Insecta Trichoptera Leptoceridae,241
14,Lopinot d,Insecta unknown,5
14,Lopinot d,Oligochaeta unknown,7
14,Lopinot d,Turbellaria Turbellaria,3
15,Lopinot d,Insecta Coleoptera Psephenidae,6
15,Lopinot d,Insecta Diptera Chironomidae,8
15,Lopinot d,Insecta Diptera Simuliidae,4
15,Lopinot d,Insecta Ephemeroptera Baetidae,1
15,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,1
15,Lopinot d,Insecta Ephemeroptera Tricorythidae,26
15,Lopinot d,Insecta Odonata Coenagrionidae,5
15,Lopinot d,Insecta Odonata Libellulidae,3
15,Lopinot d,Insecta Trichoptera Glossosomatidae,2
15,Lopinot d,Insecta Trichoptera Helicopsychidae,1
15,Lopinot d,Insecta Trichoptera Hydropsychidae,4
15,Lopinot d,Insecta Trichoptera Leptoceridae,7
15,Lopinot d,Insecta Trichoptera Philopotamidae,1
15,Lopinot d,Oligochaeta unknown,1
16,Lopinot d,crustacea Decapoda Pseudothelphusidae,1
16,Lopinot d,Insecta Coleoptera Elmidae,2
16,Lopinot d,Insecta Coleoptera Psephenidae,47
16,Lopinot d,Insecta Diptera Chironomidae,116
16,Lopinot d,Insecta Diptera Simuliidae,50
16,Lopinot d,Insecta Ephemeroptera Baetidae,61
16,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,35
16,Lopinot d,Insecta Ephemeroptera Tricorythidae,146
16,Lopinot d,Insecta Hemiptera Veliidae,3
16,Lopinot d,Insecta Lepidoptera unknown,1
16,Lopinot d,Insecta Odonata Calopterygidae,2
16,Lopinot d,Insecta Odonata Coenagrionidae,27
16,Lopinot d,Insecta Odonata Gomphidae,1
16,Lopinot d,Insecta Odonata Libellulidae,50
16,Lopinot d,Insecta Trichoptera Calomoceratidae,3
16,Lopinot d,Insecta Trichoptera Glossosomatidae,2
16,Lopinot d,Insecta Trichoptera Helicopsychidae,28
16,Lopinot d,Insecta Trichoptera Hydropsychidae,9
16,Lopinot d,Insecta Trichoptera Leptoceridae,34
16,Lopinot d,Insecta Trichoptera Philopotamidae,1
16,Lopinot d,Turbellaria Turbellaria,4
17,Lopinot d,Insecta Coleoptera Elmidae,17
17,Lopinot d,Insecta Coleoptera Psephenidae,122
17,Lopinot d,Insecta Diptera Chironomidae,378
17,Lopinot d,Insecta Diptera Simuliidae,302
17,Lopinot d,Insecta Diptera Tipulidae,2
17,Lopinot d,Insecta Ephemeroptera Baetidae,83
17,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,67
17,Lopinot d,Insecta Ephemeroptera Tricorythidae,308
17,Lopinot d,Insecta Hemiptera Veliidae,6
17,Lopinot d,Insecta Lepidoptera unknown,2
17,Lopinot d,Insecta Odonata Calopterygidae,2
17,Lopinot d,Insecta Odonata Coenagrionidae,86
17,Lopinot d,Insecta Odonata Libellulidae,79
17,Lopinot d,Insecta Plecoptera Perlidae,4
17,Lopinot d,Insecta Trichoptera Glossosomatidae,59
17,Lopinot d,Insecta Trichoptera Helicopsychidae,674
17,Lopinot d,Insecta Trichoptera Hydropsychidae,151
17,Lopinot d,Insecta Trichoptera Hydroptilidae,402
17,Lopinot d,Insecta Trichoptera Leptoceridae,35
17,Lopinot d,Insecta Trichoptera Philopotamidae,22
17,Lopinot d,Oligochaeta unknown,3
17,Lopinot d,Turbellaria Turbellaria,37
18,Lopinot d,Insecta Coleoptera Elmidae,3
18,Lopinot d,Insecta Coleoptera Psephenidae,66
18,Lopinot d,Insecta Diptera Chironomidae,139
18,Lopinot d,Insecta Ephemeroptera Baetidae,1
18,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,2
18,Lopinot d,Insecta Ephemeroptera Tricorythidae,531
18,Lopinot d,Insecta Hemiptera Veliidae,3
18,Lopinot d,Insecta Lepidoptera unknown,1
18,Lopinot d,Insecta Odonata Calopterygidae,2
18,Lopinot d,Insecta Odonata Coenagrionidae,22
18,Lopinot d,Insecta Odonata Libellulidae,20
18,Lopinot d,Insecta Trichoptera Calomoceratidae,6
18,Lopinot d,Insecta Trichoptera Helicopsychidae,285
18,Lopinot d,Insecta Trichoptera Hydropsychidae,9
18,Lopinot d,Insecta Trichoptera Hydroptilidae,21
18,Lopinot d,Insecta Trichoptera Leptoceridae,179
18,Lopinot d,Turbellaria Turbellaria,15
19,Lopinot d,Entognatha Collembola unknown,1
19,Lopinot d,Insecta Coleoptera Elmidae,7
19,Lopinot d,Insecta Coleoptera Psephenidae,51
19,Lopinot d,Insecta Diptera Chironomidae,93
19,Lopinot d,Insecta Diptera Simuliidae,19
19,Lopinot d,Insecta Ephemeroptera Baetidae,27
19,Lopinot d,Insecta Ephemeroptera Leptophlebiidae,20
19,Lopinot d,Insecta Ephemeroptera Tricorythidae,159
19,Lopinot d,Insecta Hemiptera Veliidae,1
19,Lopinot d,Insecta Odonata Calopterygidae,2
19,Lopinot d,Insecta Odonata Coenagrionidae,42
19,Lopinot d,Insecta Odonata Libellulidae,71
19,Lopinot d,Insecta Trichoptera Calomoceratidae,1
19,Lopinot d,Insecta Trichoptera Glossosomatidae,1
19,Lopinot d,Insecta Trichoptera Helicopsychidae,277
19,Lopinot d,Insecta Trichoptera Hydropsychidae,18
19,Lopinot d,Insecta Trichoptera Hydroptilidae,6
19,Lopinot d,Insecta Trichoptera Leptoceridae,43
19,Lopinot d,Turbellaria Turbellaria,15
1,Lopinot u,Crustacea Decapoda Pseudothelphusidae,4
1,Lopinot u,Insecta Coleoptera Elmidae,41
1,Lopinot u,Insecta Coleoptera Psephenidae,44
1,Lopinot u,Insecta Diptera Chironomidae,5
1,Lopinot u,Insecta Diptera Simuliidae,65
1,Lopinot u,Insecta Ephemeroptera Baetidae,113
1,Lopinot u,Insecta Ephemeroptera Leptophlebiidae,20
1,Lopinot u,Insecta Ephemeroptera Tricorythidae,82
1,Lopinot u,Insecta Odonata Calopterygidae,3
1,Lopinot u,Insecta Odonata Coenagrionidae,31
1,Lopinot u,Insecta Odonata Libellulidae,31
1,Lopinot u,Insecta Plecoptera Perlidae,5
1,Lopinot u,Insecta Trichoptera Glossosomatidae,78
1,Lopinot u,Insecta Trichoptera Helicopsychidae,1
1,Lopinot u,Insecta Trichoptera Hydropsychidae,32
1,Lopinot u,Insecta Trichoptera Leptoceridae,1
1,Lopinot u,Insecta Trichoptera Philopotamidae,8
1,Lopinot u,Turbellaria Turbellaria,8
2,Lopinot u,Crustacea Decapoda Pseudothelphusidae,2
2,Lopinot u,Insecta Coleoptera Elmidae,24
2,Lopinot u,Insecta Coleoptera Psephenidae,38
2,Lopinot u,Insecta Coleoptera unknown,3
2,Lopinot u,Insecta Diptera Chironomidae,92
2,Lopinot u,Insecta Diptera Simuliidae,91
2,Lopinot u,Insecta Diptera Tipulidae,1
2,Lopinot u,Insecta Ephemeroptera Baetidae,52
2,Lopinot u,Insecta Ephemeroptera Leptophlebiidae,10
2,Lopinot u,Insecta Ephemeroptera Tricorythidae,190
2,Lopinot u,Insecta Hemiptera Veliidae,1
2,Lopinot u,Insecta Odonata Calopterygidae,5
2,Lopinot u,Insecta Odonata Coenagrionidae,40
2,Lopinot u,Insecta Odonata Libellulidae,71
2,Lopinot u,Insecta Plecoptera Perlidae,6
2,Lopinot u,Insecta Trichoptera Glossosomatidae,37
2,Lopinot u,Insecta Trichoptera Helicopsychidae,2
2,Lopinot u,Insecta Trichoptera Hydropsychidae,73
2,Lopinot u,Insecta Trichoptera Hydroptilidae,7
2,Lopinot u,Insecta Trichoptera Leptoceridae,10
2,Lopinot u,Insecta Trichoptera Philopotamidae,201
2,Lopinot u,Turbellaria Turbellaria,1
3,Lopinot u,Crustacea Decapoda Pseudothelphusidae,2
3,Lopinot u,Insecta Coleoptera Elmidae,40
3,Lopinot u,Insecta Coleoptera Psephenidae,95
3,Lopinot u,Insecta Coleoptera unknown,1
3,Lopinot u,Insecta Diptera Chironomidae,33
3,Lopinot u,Insecta Diptera Simuliidae,20
3,Lopinot u,Insecta Ephemeroptera Baetidae,87
3,Lopinot u,Insecta Ephemeroptera Euthyplocidae,1
3,Lopinot u,Insecta Ephemeroptera Leptophlebiidae,13
3,Lopinot u,Insecta Ephemeroptera Tricorythidae,89
3,Lopinot u,Insecta Hemiptera Veliidae,1
3,Lopinot u,Insecta Lepidoptera unknown,3
3,Lopinot u,Insecta Odonata Coenagrionidae,61
3,Lopinot u,Insecta Odonata Libellulidae,25
3,Lopinot u,Insecta Plecoptera Perlidae,4
3,Lopinot u,Insecta Trichoptera Calomoceratidae,1
3,Lopinot u,Insecta Trichoptera Glossosomatidae,64
3,Lopinot u,Insecta Trichoptera Helicopsychidae,39
3,Lopinot u,Insecta Trichoptera Hydropsychidae,44
3,Lopinot u,Insecta Trichoptera Leptoceridae,22
3,Lopinot u,Insecta Trichoptera Philopotamidae,25
3,Lopinot u,Oligochaeta unknown,7
3,Lopinot u,Turbellaria Turbellaria,2
4,Lopinot u,Crustacea Decapoda Pseudothelphusidae,2
4,Lopinot u,Insecta Coleoptera Elmidae,23
4,Lopinot u,Insecta Coleoptera Psephenidae,74
4,Lopinot u,Insecta Coleoptera unknown,2
4,Lopinot u,Insecta Diptera Chironomidae,13
4,Lopinot u,Insecta Diptera Simuliidae,3
4,Lopinot u,Insecta Ephemeroptera Baetidae,30
4,Lopinot u,Insecta Ephemeroptera Leptophlebiidae,13
4,Lopinot u,Insecta Ephemeroptera Tricorythidae,37
4,Lopinot u,Insecta Hemiptera Veliidae,2
4,Lopinot u,Insecta Odonata Calopterygidae,2
4,Lopinot u,Insecta Odonata Coenagrionidae,11
4,Lopinot u,Insecta Odonata Libellulidae,38
4,Lopinot u,Insecta Plecoptera Perlidae,1
4,Lopinot u,Insecta Trichoptera Glossosomatidae,48
4,Lopinot u,Insecta Trichoptera Hydropsychidae,16
4,Lopinot u,Insecta Trichoptera Leptoceridae,3
4,Lopinot u,Insecta Trichoptera Philopotamidae,8
4,Lopinot u,Oligochaeta unknown,4
5,Lopinot u,Crustacea Decapoda Pseudothelphusidae,4
5,Lopinot u,Insecta Coleoptera Elmidae,91
5,Lopinot u,Insecta Coleoptera Psephenidae,98
5,Lopinot u,Insecta Coleoptera unknown,3
5,Lopinot u,Insecta Diptera Chironomidae,715
5,Lopinot u,Insecta Diptera Simuliidae,153
5,Lopinot u,Insecta Ephemeroptera Baetidae,316
5,Lopinot u,Insecta Ephemeroptera Euthyplocidae,1
5,Lopinot u,Insecta Ephemeroptera Leptophlebiidae,26
5,Lopinot u,Insecta Ephemeroptera Tricorythidae,228
5,Lopinot u,Insecta Hemiptera Veliidae,3
5,Lopinot u,Insecta Lepidoptera unknown,2
5,Lopinot u,Insecta Odonata Calopterygidae,2
5,Lopinot u,Insecta Odonata Coenagrionidae,34
5,Lopinot u,Insecta Odonata Libellulidae,32
5,Lopinot u,Insecta Plecoptera Perlidae,12
5,Lopinot u,Insecta Trichoptera Calomoceratidae,3
5,Lopinot u,Insecta Trichoptera Glossosomatidae,153
5,Lopinot u,Insecta Trichoptera Hydropsychidae,84
5,Lopinot u,Insecta Trichoptera Leptoceridae,2
5,Lopinot u,Insecta Trichoptera Philopotamidae,5
5,Lopinot u,Turbellaria Turbellaria,7
6,Lopinot u,Crustacea Decapoda Pseudothelphusidae,3
6,Lopinot u,Insecta Coleoptera Elmidae,72
6,Lopinot u,Insecta Coleoptera Psephenidae,172
6,Lopinot u,Insecta Coleoptera unknown,1
6,Lopinot u,Insecta Diptera Chironomidae,83
6,Lopinot u,Insecta Diptera Simuliidae,60
6,Lopinot u,Insecta Ephemeroptera Baetidae,107
6,Lopinot u,Insecta Ephemeroptera Leptophlebiidae,3
6,Lopinot u,Insecta Ephemeroptera Tricorythidae,291
6,Lopinot u,Insecta Hemiptera Veliidae,7
6,Lopinot u,Insecta Odonata Calopterygidae,3
6,Lopinot u,Insecta Odonata Coenagrionidae,85
6,Lopinot u,Insecta Odonata Libellulidae,96
6,Lopinot u,Insecta Plecoptera Perlidae,2
6,Lopinot u,Insecta Trichoptera Calomoceratidae,1
6,Lopinot u,Insecta Trichoptera Glossosomatidae,38
6,Lopinot u,Insecta Trichoptera Helicopsychidae,5
6,Lopinot u,Insecta Trichoptera Hydropsychidae,109
6,Lopinot u,Insecta Trichoptera Hydroptilidae,13
6,Lopinot u,Insecta Trichoptera Leptoceridae,21
6,Lopinot u,Insecta Trichoptera Philopotamidae,56
6,Lopinot u,Insecta unknown,8
7,Lopinot u,Arachnoidea Chelicerata Hydracarina,1
7,Lopinot u,Crustacea Decapoda Pseudothelphusidae,4
7,Lopinot u,Insecta Coleoptera Elmidae,43
7,Lopinot u,Insecta Coleoptera Psephenidae,47
7,Lopinot u,Insecta Coleoptera unknown,1
7,Lopinot u,Insecta Diptera Chironomidae,130
7,Lopinot u,Insecta Diptera Simuliidae,1068
7,Lopinot u,Insecta Diptera Tipulidae,1
7,Lopinot u,Insecta Ephemeroptera Baetidae,369
7,Lopinot u,Insecta Ephemeroptera Euthyplocidae,1
7,Lopinot u,Insecta Ephemeroptera Leptophlebiidae,15
7,Lopinot u,Insecta Ephemeroptera Tricorythidae,319
7,Lopinot u,Insecta Hemiptera Veliidae,1
7,Lopinot u,Insecta Lepidoptera unknown,3
7,Lopinot u,Insecta Odonata Coenagrionidae,25
7,Lopinot u,Insecta Odonata Libellulidae,223
7,Lopinot u,Insecta Plecoptera Perlidae,1
7,Lopinot u,Insecta Trichoptera Calomoceratidae,3
7,Lopinot u,Insecta Trichoptera Glossosomatidae,16
7,Lopinot u,Insecta Trichoptera Helicopsychidae,6
7,Lopinot u,Insecta Trichoptera Hydropsychidae,84
7,Lopinot u,Insecta Trichoptera Hydroptilidae,37
7,Lopinot u,Insecta Trichoptera Leptoceridae,8
7,Lopinot u,Insecta Trichoptera Philopotamidae,124
7,Lopinot u,Oligochaeta unknown,3
7,Lopinot u,Turbellaria Turbellaria,3
8,Lopinot u,Crustacea Decapoda Pseudothelphusidae,1
8,Lopinot u,Insecta Coleoptera Elmidae,37
8,Lopinot u,Insecta Coleoptera Psephenidae,182
8,Lopinot u,Insecta Coleoptera unknown,6
8,Lopinot u,Insecta Diptera Chironomidae,24
8,Lopinot u,Insecta Diptera Simuliidae,13
8,Lopinot u,Insecta Ephemeroptera Baetidae,36
8,Lopinot u,Insecta Ephemeroptera Euthyplocidae,1
8,Lopinot u,Insecta Ephemeroptera Leptophlebiidae,11
8,Lopinot u,Insecta Ephemeroptera Tricorythidae,203
8,Lopinot u,Insecta Hemiptera Veliidae,1
8,Lopinot u,Insecta Odonata Coenagrionidae,55
8,Lopinot u,Insecta Odonata Libellulidae,82
8,Lopinot u,Insecta Plecoptera Perlidae,4
8,Lopinot u,Insecta Trichoptera Calomoceratidae,1
8,Lopinot u,Insecta Trichoptera Glossosomatidae,35
8,Lopinot u,Insecta Trichoptera Helicopsychidae,10
8,Lopinot u,Insecta Trichoptera Hydropsychidae,38
8,Lopinot u,Insecta Trichoptera Hydroptilidae,2
8,Lopinot u,Insecta Trichoptera Leptoceridae,9
8,Lopinot u,Insecta Trichoptera Philopotamidae,3
8,Lopinot u,Oligochaeta unknown,1
8,Lopinot u,Turbellaria Turbellaria,4
9,Lopinot u,Arachnoidea Chelicerata Hydracarina,1
9,Lopinot u,Crustacea Decapoda Pseudothelphusidae,5
